transaction_id,authorisation_id,card_id,product_id,transaction_datetime,settlement_date,transaction_type,merchant_id,mcc_code,transaction_amount,currency,interchange_amount,scheme_fee_amount,processor_fee_amount,net_settlement_amount,transaction_status
TXN-000047245,AUTH-000054338,CARD-0011377,PRD-00026,2026-06-06 09:27:15,2026-06-06,Purchase,MER-6051-3440,6051,133.78,EUR,1.5997,0.3761,0.1213,131.68,Settled
TXN-000047246,AUTH-000054339,CARD-0011313,PRD-00026,2026-06-06 18:09:55,2026-06-07,ATM Withdrawal,MER-6011-9644,6011,24.29,EUR,0.4171,0.0688,0.0205,23.78,Settled
TXN-000047247,AUTH-000054341,CARD-0011422,PRD-00026,2026-06-07 02:32:54,2026-06-07,Purchase,MER-5734-9401,5734,44.96,EUR,0.6892,0.1257,0.1217,44.02,Settled
TXN-000047248,AUTH-000054342,CARD-0011557,PRD-00026,2026-06-07 20:30:03,2026-06-07,Purchase,MER-5541-2498,5541,56.26,EUR,0.4012,0.0755,0.058,55.73,Settled
TXN-000047249,AUTH-000054343,CARD-0011539,PRD-00026,2026-06-07 17:51:40,2026-06-07,Purchase,MER-5812-3477,5812,41.05,EUR,0.2665,0.0967,0.0966,40.59,Settled
TXN-000047250,AUTH-000054344,CARD-0011291,PRD-00026,2026-06-07 02:47:21,2026-06-09,Purchase,MER-4814-5844,4814,64.02,EUR,0.28,0.0323,0.0618,63.65,Settled
TXN-000047251,AUTH-000054345,CARD-0011501,PRD-00026,2026-06-07 22:20:06,2026-06-09,Purchase,MER-7011-2627,7011,590.27,EUR,2.0721,0.5896,0.1067,587.5,Settled
TXN-000047252,AUTH-000054346,CARD-0011301,PRD-00026,2026-06-07 17:05:29,2026-06-07,Purchase,MER-5732-3674,5732,82.1,EUR,0.2145,0.0706,0.0368,81.78,Settled
TXN-000047253,AUTH-000054348,CARD-0011443,PRD-00026,2026-06-07 22:39:07,2026-06-07,Purchase,MER-6051-3440,6051,223.74,EUR,0.7693,0.2717,0.0714,222.63,Settled
TXN-000047254,AUTH-000054349,CARD-0011321,PRD-00026,2026-06-07 14:30:59,2026-06-07,ATM Withdrawal,MER-6011-5763,6011,165.98,EUR,2.8527,0.4816,0.1281,162.52,Settled
TXN-000047255,AUTH-000054351,CARD-0011517,PRD-00026,2026-06-07 01:06:42,2026-06-07,Refund,MER-4121-2373,4121,-10.7,EUR,0.0375,0.0103,0.0695,-10.7,Settled
TXN-000047256,AUTH-000054352,CARD-0011464,PRD-00026,2026-06-07 23:41:23,2026-06-09,Purchase,MER-4900-9233,4900,52.51,EUR,0.5555,0.0342,0.0298,51.89,Settled
TXN-000047257,AUTH-000054353,CARD-0011355,PRD-00026,2026-06-07 00:26:58,2026-06-07,Purchase,MER-4814-8963,4814,89.19,EUR,0.7597,0.227,0.069,88.13,Settled
TXN-000047258,AUTH-000054358,CARD-0011423,PRD-00026,2026-06-08 09:00:05,2026-06-09,Purchase,MER-7011-3492,7011,28.41,EUR,0.3314,0.0378,0.0588,27.98,Settled
TXN-000047259,AUTH-000054359,CARD-0011307,PRD-00026,2026-06-08 10:55:00,2026-06-08,Purchase,MER-6051-3440,6051,89.91,EUR,1.4475,0.2282,0.1243,88.11,Settled
TXN-000047260,AUTH-000054360,CARD-0011295,PRD-00026,2026-06-08 07:35:49,2026-06-09,Purchase,MER-6051-3440,6051,79.15,EUR,0.2264,0.1234,0.0894,78.71,Settled
TXN-000047261,AUTH-000054361,CARD-0011290,PRD-00026,2026-06-08 12:36:18,2026-06-10,Purchase,MER-8220-1093,8220,81.25,EUR,0.9871,0.0459,0.1271,80.09,Settled
TXN-000047262,AUTH-000054362,CARD-0011333,PRD-00026,2026-06-08 07:31:17,2026-06-08,Purchase,MER-5411-3745,5411,26.06,EUR,0.1976,0.0587,0.1237,25.68,Settled
TXN-000047263,AUTH-000054363,CARD-0011466,PRD-00026,2026-06-08 20:42:21,2026-06-09,Purchase,MER-5964-8191,5964,19.99,EUR,0.1986,0.0142,0.0869,19.69,Settled
TXN-000047264,AUTH-000054364,CARD-0011554,PRD-00026,2026-06-08 14:34:35,2026-06-09,Purchase,MER-4900-9383,4900,43.58,EUR,0.626,0.0742,0.0342,42.85,Settled
TXN-000047265,AUTH-000054365,CARD-0011344,PRD-00026,2026-06-08 00:33:47,2026-06-09,Purchase,MER-5812-8517,5812,99.7,EUR,1.2091,0.0711,0.1106,98.31,Settled
TXN-000047266,AUTH-000054366,CARD-0011313,PRD-00026,2026-06-08 14:12:36,2026-06-10,Purchase,MER-6051-6516,6051,146.99,EUR,0.5533,0.3693,0.0935,145.97,Settled
TXN-000047267,AUTH-000054367,CARD-0011413,PRD-00026,2026-06-08 05:14:02,2026-06-10,Refund,MER-7011-2627,7011,-227.17,EUR,2.1346,0.6379,0.1189,-227.17,Settled
TXN-000047268,AUTH-000054369,CARD-0011518,PRD-00026,2026-06-08 04:24:02,2026-06-10,Purchase,MER-5541-4915,5541,47.22,EUR,0.2032,0.0658,0.0708,46.88,Settled
TXN-000047269,AUTH-000054370,CARD-0011293,PRD-00026,2026-06-09 21:27:14,2026-06-10,Purchase,MER-5732-3674,5732,181.5,EUR,0.6374,0.1858,0.1012,180.58,Settled
TXN-000047270,AUTH-000054371,CARD-0011378,PRD-00026,2026-06-09 20:24:59,2026-06-10,Purchase,MER-4900-7182,4900,41.31,EUR,0.3997,0.0268,0.0502,40.83,Settled
TXN-000047271,AUTH-000054373,CARD-0011532,PRD-00026,2026-06-09 10:20:41,2026-06-10,Purchase,MER-5651-4855,5651,111.66,EUR,1.3914,0.1886,0.1428,109.94,Settled
TXN-000047272,AUTH-000054375,CARD-0011498,PRD-00026,2026-06-09 11:57:19,2026-06-09,Purchase,MER-5732-3674,5732,54.65,EUR,0.6455,0.1195,0.142,53.74,Settled
TXN-000047273,AUTH-000054376,CARD-0011564,PRD-00026,2026-06-09 19:05:57,2026-06-11,Purchase,MER-5964-8191,5964,38.02,EUR,0.2335,0.0467,0.0779,37.66,Settled
TXN-000047274,AUTH-000054377,CARD-0011446,PRD-00026,2026-06-09 22:35:29,2026-06-11,Purchase,MER-5411-3745,5411,79.62,EUR,0.3581,0.1423,0.0274,79.09,Settled
TXN-000047275,AUTH-000054378,CARD-0011553,PRD-00026,2026-06-09 01:14:57,2026-06-10,Purchase,MER-5311-8236,5311,26.7,EUR,0.2488,0.023,0.0918,26.34,Settled
TXN-000047276,AUTH-000054379,CARD-0011315,PRD-00026,2026-06-09 11:37:47,2026-06-09,Purchase,MER-7832-7947,7832,57.85,EUR,0.2218,0.1366,0.1035,57.39,Settled
TXN-000047277,AUTH-000054380,CARD-0011361,PRD-00026,2026-06-10 03:55:31,2026-06-10,ATM Withdrawal,MER-6011-9644,6011,216.24,EUR,2.0381,0.5931,0.0285,213.58,Settled
TXN-000047278,AUTH-000054381,CARD-0011348,PRD-00026,2026-06-10 03:04:17,2026-06-11,Purchase,MER-4511-7980,4511,57.2,EUR,0.1681,0.0738,0.1348,56.82,Settled
TXN-000047279,AUTH-000054382,CARD-0011397,PRD-00026,2026-06-10 01:41:21,2026-06-11,Purchase,MER-8011-1419,8011,60.03,EUR,0.2168,0.0573,0.1492,59.61,Settled
TXN-000047280,AUTH-000054383,CARD-0011294,PRD-00026,2026-06-10 01:59:01,2026-06-11,Purchase,MER-4511-7980,4511,74.06,EUR,0.2971,0.0413,0.0781,73.64,Settled
TXN-000047281,AUTH-000054384,CARD-0011338,PRD-00026,2026-06-10 21:56:02,2026-06-11,Purchase,MER-4814-8963,4814,51.03,EUR,0.5447,0.1305,0.0703,50.28,Settled
TXN-000047282,AUTH-000054386,CARD-0011317,PRD-00026,2026-06-10 21:40:11,2026-06-12,Purchase,MER-7011-3492,7011,101.99,EUR,1.1974,0.1666,0.1429,100.48,Settled
TXN-000047283,AUTH-000054388,CARD-0011415,PRD-00026,2026-06-10 07:08:09,2026-06-11,Purchase,MER-6051-3440,6051,342.81,EUR,3.6184,0.2414,0.0806,338.87,Settled
TXN-000047284,AUTH-000054389,CARD-0011398,PRD-00026,2026-06-10 21:59:14,2026-06-11,Purchase,MER-5734-2587,5734,292.31,EUR,2.4474,0.3476,0.0957,289.42,Settled
TXN-000047285,AUTH-000054390,CARD-0011320,PRD-00026,2026-06-10 20:29:47,2026-06-12,Purchase,MER-8011-1419,8011,62.95,EUR,0.9877,0.0522,0.1412,61.77,Settled
TXN-000047286,AUTH-000054391,CARD-0011375,PRD-00026,2026-06-10 06:18:07,2026-06-10,Purchase,MER-4900-7182,4900,134.5,EUR,1.5384,0.1051,0.1077,132.75,Settled
TXN-000047287,AUTH-000054392,CARD-0011424,PRD-00026,2026-06-10 00:50:29,2026-06-11,Purchase,MER-8220-6692,8220,244.58,EUR,3.0055,0.1281,0.0402,241.41,Settled
TXN-000047288,AUTH-000054393,CARD-0011439,PRD-00026,2026-06-10 07:03:57,2026-06-12,Purchase,MER-5200-4423,5200,49.89,EUR,0.4554,0.1182,0.1115,49.2,Settled
TXN-000047289,AUTH-000054394,CARD-0011294,PRD-00026,2026-06-10 03:28:22,2026-06-10,Purchase,MER-8011-1419,8011,376.48,EUR,5.537,1.1033,0.0411,369.8,Settled
TXN-000047290,AUTH-000054395,CARD-0011528,PRD-00026,2026-06-11 05:52:34,2026-06-11,Purchase,MER-4121-5773,4121,39.92,EUR,0.5106,0.0749,0.0627,39.27,Settled
TXN-000047291,AUTH-000054398,CARD-0011369,PRD-00026,2026-06-11 21:28:05,2026-06-13,Purchase,MER-8011-7504,8011,236.21,EUR,1.4062,0.1222,0.0324,234.65,Settled
TXN-000047292,AUTH-000054399,CARD-0011336,PRD-00026,2026-06-11 21:56:24,2026-06-12,Purchase,MER-5311-8236,5311,89.85,EUR,0.4766,0.1384,0.1254,89.11,Settled
TXN-000047293,AUTH-000054400,CARD-0011308,PRD-00026,2026-06-11 05:56:06,2026-06-11,Purchase,MER-5812-3477,5812,155.46,EUR,1.9329,0.2611,0.0577,153.21,Settled
TXN-000047294,AUTH-000054401,CARD-0011452,PRD-00026,2026-06-11 01:52:44,2026-06-13,Purchase,MER-5812-3477,5812,14.77,EUR,0.1679,0.0316,0.1145,14.46,Settled
TXN-000047295,AUTH-000054402,CARD-0011526,PRD-00026,2026-06-11 20:53:32,2026-06-12,Purchase,MER-4511-7980,4511,110.09,EUR,0.6721,0.3026,0.0369,109.08,Settled
TXN-000047296,AUTH-000054403,CARD-0011513,PRD-00026,2026-06-12 11:54:54,2026-06-14,Purchase,MER-5411-6841,5411,114.36,EUR,1.1974,0.3334,0.0848,112.74,Settled
TXN-000047297,AUTH-000054404,CARD-0011291,PRD-00026,2026-06-12 19:44:01,2026-06-12,Purchase,MER-8220-1093,8220,105.95,EUR,1.0436,0.1004,0.1238,104.68,Settled
TXN-000047298,AUTH-000054406,CARD-0011329,PRD-00026,2026-06-12 23:20:29,2026-06-15,Purchase,MER-5200-4423,5200,119.71,EUR,0.5688,0.309,0.1482,118.68,Settled
TXN-000047299,AUTH-000054407,CARD-0011446,PRD-00026,2026-06-13 02:19:37,2026-06-15,Purchase,MER-5311-8236,5311,40.64,EUR,0.0821,0.053,0.1042,40.4,Settled
TXN-000047300,AUTH-000054408,CARD-0011501,PRD-00026,2026-06-13 14:53:06,2026-06-14,Purchase,MER-5200-5853,5200,85.69,EUR,1.1626,0.1622,0.0865,84.28,Settled
TXN-000047301,AUTH-000054409,CARD-0011467,PRD-00026,2026-06-13 20:31:44,2026-06-13,Purchase,MER-4814-5844,4814,45.78,EUR,0.2931,0.0455,0.0551,45.39,Settled
TXN-000047302,AUTH-000054410,CARD-0011408,PRD-00026,2026-06-13 04:05:35,2026-06-14,Purchase,MER-5812-8517,5812,37.4,EUR,0.5755,0.0757,0.0623,36.69,Settled
TXN-000047303,AUTH-000054411,CARD-0011414,PRD-00026,2026-06-13 00:51:01,2026-06-13,Purchase,MER-4121-2373,4121,49.14,EUR,0.7311,0.1212,0.0499,48.24,Settled
TXN-000047304,AUTH-000054413,CARD-0011386,PRD-00026,2026-06-13 16:46:42,2026-06-14,Purchase,MER-7011-3492,7011,66.42,EUR,0.8537,0.0854,0.0548,65.43,Settled
TXN-000047305,AUTH-000054414,CARD-0011305,PRD-00026,2026-06-13 18:49:21,2026-06-14,Purchase,MER-5311-2389,5311,50.13,EUR,0.3456,0.0909,0.0378,49.66,Settled
TXN-000047306,AUTH-000054415,CARD-0011439,PRD-00026,2026-06-13 22:16:01,2026-06-15,Purchase,MER-4121-2373,4121,294.76,EUR,3.1209,0.6773,0.0663,290.9,Settled
TXN-000047307,AUTH-000054416,CARD-0011440,PRD-00026,2026-06-13 22:21:18,2026-06-14,Purchase,MER-5651-4855,5651,48.21,EUR,0.4717,0.0833,0.0267,47.63,Settled
TXN-000047308,AUTH-000054420,CARD-0011441,PRD-00026,2026-06-13 01:06:45,2026-06-14,Purchase,MER-5999-6712,5999,3.91,EUR,0.0661,0.0057,0.1152,3.72,Settled
TXN-000047309,AUTH-000054421,CARD-0011472,PRD-00026,2026-06-13 03:43:03,2026-06-14,Purchase,MER-4814-8963,4814,86.56,EUR,0.8416,0.0447,0.1344,85.54,Settled
TXN-000047310,AUTH-000054423,CARD-0011413,PRD-00026,2026-06-14 11:14:50,2026-06-15,Purchase,MER-4900-9383,4900,82.07,EUR,0.9341,0.095,0.0958,80.95,Settled
TXN-000047311,AUTH-000054424,CARD-0011357,PRD-00026,2026-06-14 19:37:47,2026-06-15,Purchase,MER-5311-8236,5311,262.12,EUR,2.0729,0.7498,0.0636,259.23,Settled
TXN-000047312,AUTH-000054425,CARD-0011319,PRD-00026,2026-06-14 18:07:23,2026-06-15,Purchase,MER-4814-8963,4814,92.09,EUR,1.463,0.0529,0.0902,90.48,Settled
TXN-000047313,AUTH-000054427,CARD-0011459,PRD-00026,2026-06-14 04:57:29,2026-06-14,ATM Withdrawal,MER-6011-5763,6011,32.31,EUR,0.2806,0.0801,0.0268,31.92,Settled
TXN-000047314,AUTH-000054428,CARD-0011481,PRD-00026,2026-06-14 12:48:44,2026-06-15,Purchase,MER-4900-9233,4900,28.71,EUR,0.2508,0.0745,0.075,28.31,Settled
TXN-000047315,AUTH-000054429,CARD-0011313,PRD-00026,2026-06-14 11:48:52,2026-06-15,Purchase,MER-4900-7182,4900,47.1,EUR,0.2855,0.1149,0.1071,46.59,Settled
TXN-000047316,AUTH-000054430,CARD-0011375,PRD-00026,2026-06-14 02:36:46,2026-06-14,Purchase,MER-7011-3492,7011,82.36,EUR,0.8622,0.1877,0.077,81.23,Settled
TXN-000047317,AUTH-000054431,CARD-0011555,PRD-00026,2026-06-14 09:47:43,2026-06-15,Purchase,MER-8220-1093,8220,36.66,EUR,0.3198,0.0896,0.0257,36.22,Settled
TXN-000047318,AUTH-000054433,CARD-0011380,PRD-00026,2026-06-15 22:06:39,2026-06-16,Purchase,MER-5541-4915,5541,43.64,EUR,0.4032,0.0987,0.0248,43.11,Settled
TXN-000047319,AUTH-000054436,CARD-0011445,PRD-00026,2026-06-15 08:49:42,2026-06-17,Purchase,MER-5200-5853,5200,151.79,EUR,2.7085,0.3004,0.0899,148.69,Settled
TXN-000047320,AUTH-000054437,CARD-0011440,PRD-00026,2026-06-15 21:12:32,2026-06-16,Purchase,MER-5200-5853,5200,33.79,EUR,0.5016,0.0417,0.1186,33.13,Settled
TXN-000047321,AUTH-000054438,CARD-0011302,PRD-00026,2026-06-15 03:12:30,2026-06-16,Purchase,MER-5411-1932,5411,17.3,EUR,0.0897,0.0097,0.1263,17.07,Settled
TXN-000047322,AUTH-000054440,CARD-0011439,PRD-00026,2026-06-16 12:33:58,2026-06-17,ATM Withdrawal,MER-6011-5763,6011,28.97,EUR,0.2545,0.0313,0.1096,28.57,Settled
TXN-000047323,AUTH-000054441,CARD-0011411,PRD-00026,2026-06-16 06:09:38,2026-06-17,Purchase,MER-5541-8321,5541,215.6,EUR,2.6713,0.3681,0.0544,212.51,Settled
TXN-000047324,AUTH-000054442,CARD-0011312,PRD-00026,2026-06-16 03:42:00,2026-06-16,Purchase,MER-5651-6982,5651,56.17,EUR,0.3404,0.0794,0.1124,55.64,Settled
TXN-000047325,AUTH-000054443,CARD-0011404,PRD-00026,2026-06-16 01:13:03,2026-06-17,Purchase,MER-5734-9401,5734,136.35,EUR,2.0469,0.2783,0.1417,133.88,Settled
TXN-000047326,AUTH-000054444,CARD-0011439,PRD-00026,2026-06-16 16:17:02,2026-06-17,Purchase,MER-7011-2627,7011,134.16,EUR,1.6055,0.1619,0.0538,132.34,Settled
TXN-000047327,AUTH-000054445,CARD-0011361,PRD-00026,2026-06-16 16:29:06,2026-06-16,Purchase,MER-4121-5773,4121,1040.4,EUR,2.7368,2.5801,0.0637,1035.02,Settled
TXN-000047328,AUTH-000054446,CARD-0011489,PRD-00026,2026-06-16 00:26:59,2026-06-17,ATM Withdrawal,MER-6011-5763,6011,296.48,EUR,2.8779,0.6741,0.1322,292.8,Settled
TXN-000047329,AUTH-000054448,CARD-0011520,PRD-00026,2026-06-16 11:36:00,2026-06-17,Purchase,MER-8011-1419,8011,426.9,EUR,5.2741,0.3478,0.1457,421.13,Settled
TXN-000047330,AUTH-000054451,CARD-0011313,PRD-00026,2026-06-17 11:45:21,2026-06-19,Purchase,MER-5311-2389,5311,95.07,EUR,1.3006,0.2693,0.0255,93.47,Settled
TXN-000047331,AUTH-000054452,CARD-0011523,PRD-00026,2026-06-17 05:09:11,2026-06-18,Purchase,MER-6051-3440,6051,112.12,EUR,0.6343,0.2994,0.0635,111.12,Settled
TXN-000047332,AUTH-000054453,CARD-0011446,PRD-00026,2026-06-17 20:29:52,2026-06-19,Purchase,MER-4900-7182,4900,40.4,EUR,0.1896,0.1047,0.0954,40.01,Settled
TXN-000047333,AUTH-000054456,CARD-0011542,PRD-00026,2026-06-17 18:42:59,2026-06-19,Purchase,MER-5541-2498,5541,24.18,EUR,0.1642,0.0156,0.1192,23.88,Settled
TXN-000047334,AUTH-000054457,CARD-0011510,PRD-00026,2026-06-17 12:19:21,2026-06-18,Purchase,MER-4121-1146,4121,86.28,EUR,0.9339,0.0533,0.0566,85.24,Settled
TXN-000047335,AUTH-000054458,CARD-0011390,PRD-00026,2026-06-17 23:22:02,2026-06-17,Purchase,MER-8011-7504,8011,13.41,EUR,0.2179,0.0173,0.1049,13.07,Settled
TXN-000047336,AUTH-000054459,CARD-0011344,PRD-00026,2026-06-17 06:16:20,2026-06-17,Purchase,MER-5200-5853,5200,64.09,EUR,0.477,0.1124,0.0402,63.46,Settled
TXN-000047337,AUTH-000054460,CARD-0011493,PRD-00026,2026-06-18 06:27:46,2026-06-18,Purchase,MER-5541-4915,5541,215.82,EUR,2.8374,0.3801,0.1285,212.47,Settled
TXN-000047338,AUTH-000054461,CARD-0011314,PRD-00026,2026-06-18 05:54:54,2026-06-18,Purchase,MER-4900-9233,4900,24.87,EUR,0.2419,0.0497,0.1014,24.48,Settled
TXN-000047339,AUTH-000054462,CARD-0011408,PRD-00026,2026-06-18 23:34:41,2026-06-19,Purchase,MER-7011-4383,7011,573.5,EUR,4.0255,0.958,0.0675,568.45,Settled
TXN-000047340,AUTH-000054464,CARD-0011564,PRD-00026,2026-06-18 23:19:03,2026-06-20,Purchase,MER-5651-6982,5651,325.22,EUR,3.8117,0.5231,0.0357,320.85,Settled
TXN-000047341,AUTH-000054465,CARD-0011392,PRD-00026,2026-06-18 17:51:38,2026-06-18,Purchase,MER-4121-1146,4121,92.47,EUR,0.7484,0.1444,0.0755,91.5,Settled
TXN-000047342,AUTH-000054466,CARD-0011309,PRD-00026,2026-06-18 23:35:37,2026-06-18,Purchase,MER-6051-6516,6051,223.25,EUR,3.2237,0.3572,0.0683,219.6,Settled
TXN-000047343,AUTH-000054467,CARD-0011436,PRD-00026,2026-06-18 16:36:26,2026-06-19,ATM Withdrawal,MER-6011-5763,6011,63.67,EUR,0.8157,0.0595,0.046,62.75,Settled
TXN-000047344,AUTH-000054468,CARD-0011502,PRD-00026,2026-06-19 11:38:36,2026-06-20,Reversal,MER-5311-8236,5311,38.24,EUR,0.1121,0.0613,0.1273,37.94,Reversed
TXN-000047345,AUTH-000054472,CARD-0011330,PRD-00026,2026-06-19 03:10:28,2026-06-20,Purchase,MER-6051-3440,6051,14.04,EUR,0.1854,0.0272,0.1448,13.68,Settled
TXN-000047346,AUTH-000054473,CARD-0011307,PRD-00026,2026-06-19 03:44:30,2026-06-19,Purchase,MER-4900-9383,4900,22.38,EUR,0.3197,0.0463,0.1209,21.89,Settled
TXN-000047347,AUTH-000054474,CARD-0011524,PRD-00026,2026-06-19 15:54:09,2026-06-20,Purchase,MER-5732-3674,5732,223.19,EUR,2.1282,0.558,0.1227,220.38,Settled
TXN-000047348,AUTH-000054476,CARD-0011462,PRD-00026,2026-06-19 08:56:17,2026-06-19,Purchase,MER-7832-7947,7832,35.4,EUR,0.4863,0.0579,0.1408,34.72,Settled
TXN-000047349,AUTH-000054477,CARD-0011368,PRD-00026,2026-06-19 11:58:23,2026-06-20,Purchase,MER-6051-6516,6051,46.39,EUR,0.7403,0.0753,0.1013,45.47,Settled
TXN-000047350,AUTH-000054478,CARD-0011523,PRD-00026,2026-06-20 00:17:04,2026-06-21,Purchase,MER-4900-9233,4900,174.9,EUR,1.2003,0.5172,0.0865,173.1,Settled
TXN-000047351,AUTH-000054479,CARD-0011384,PRD-00026,2026-06-20 19:03:46,2026-06-20,Purchase,MER-5999-6712,5999,126.32,EUR,0.4759,0.0748,0.0588,125.71,Settled
TXN-000047352,AUTH-000054480,CARD-0011533,PRD-00026,2026-06-20 11:20:14,2026-06-20,Refund,MER-5311-2389,5311,-71.93,EUR,0.6698,0.0781,0.0677,-71.93,Settled
TXN-000047353,AUTH-000054481,CARD-0011438,PRD-00026,2026-06-20 18:04:13,2026-06-21,Reversal,MER-5541-4915,5541,30.44,EUR,0.4597,0.0793,0.0293,29.87,Reversed
TXN-000047354,AUTH-000054482,CARD-0011337,PRD-00026,2026-06-20 17:20:41,2026-06-20,Purchase,MER-8220-6692,8220,32.66,EUR,0.0812,0.0973,0.0756,32.41,Settled
TXN-000047355,AUTH-000054486,CARD-0011342,PRD-00026,2026-06-20 04:54:23,2026-06-22,Refund,MER-5200-5853,5200,-66.91,EUR,0.3186,0.1042,0.0207,-66.91,Settled
TXN-000047356,AUTH-000054487,CARD-0011332,PRD-00026,2026-06-20 09:35:22,2026-06-20,Purchase,MER-5411-1932,5411,51.51,EUR,0.1207,0.1235,0.0514,51.21,Settled
TXN-000047357,AUTH-000054488,CARD-0011352,PRD-00026,2026-06-20 11:52:44,2026-06-20,Purchase,MER-5200-4423,5200,105.91,EUR,1.2758,0.0646,0.0273,104.54,Settled
TXN-000047358,AUTH-000054489,CARD-0011376,PRD-00026,2026-06-20 15:36:46,2026-06-21,Purchase,MER-4511-7980,4511,65.09,EUR,0.5613,0.0557,0.1429,64.33,Settled
TXN-000047359,AUTH-000054490,CARD-0011386,PRD-00026,2026-06-20 11:49:51,2026-06-20,Purchase,MER-6051-3440,6051,29.47,EUR,0.1954,0.055,0.0412,29.18,Settled
TXN-000047360,AUTH-000054491,CARD-0011471,PRD-00026,2026-06-20 20:17:18,2026-06-22,Purchase,MER-7832-7947,7832,99.29,EUR,0.4173,0.2572,0.0659,98.55,Settled
TXN-000047361,AUTH-000054492,CARD-0011399,PRD-00026,2026-06-20 10:23:51,2026-06-20,Purchase,MER-5999-9885,5999,60.58,EUR,0.2724,0.0393,0.0503,60.22,Settled
TXN-000047362,AUTH-000054494,CARD-0011507,PRD-00026,2026-06-20 22:31:09,2026-06-21,Purchase,MER-8011-1419,8011,605.99,EUR,4.6101,0.3342,0.1041,600.94,Settled
TXN-000047363,AUTH-000054495,CARD-0011475,PRD-00026,2026-06-21 01:25:08,2026-06-21,Purchase,MER-8220-1093,8220,116.61,EUR,0.7489,0.2707,0.1405,115.45,Settled
TXN-000047364,AUTH-000054496,CARD-0011558,PRD-00026,2026-06-21 16:13:58,2026-06-22,Purchase,MER-8011-1419,8011,3.75,EUR,0.0584,0.0084,0.0646,3.62,Settled
TXN-000047365,AUTH-000054497,CARD-0011551,PRD-00026,2026-06-21 04:39:14,2026-06-22,Purchase,MER-4900-9233,4900,178.13,EUR,2.1655,0.2289,0.0843,175.65,Settled
TXN-000047366,AUTH-000054498,CARD-0011445,PRD-00026,2026-06-21 18:14:02,2026-06-23,Purchase,MER-5999-6712,5999,12.42,EUR,0.1122,0.021,0.0946,12.19,Settled
TXN-000047367,AUTH-000054499,CARD-0011345,PRD-00026,2026-06-21 18:26:42,2026-06-23,Purchase,MER-6051-3440,6051,27.8,EUR,0.4845,0.0517,0.0279,27.24,Settled
TXN-000047368,AUTH-000054501,CARD-0011338,PRD-00026,2026-06-21 18:07:44,2026-06-22,Purchase,MER-7011-2627,7011,22.02,EUR,0.1198,0.0377,0.0703,21.79,Settled
TXN-000047369,AUTH-000054502,CARD-0011511,PRD-00026,2026-06-21 22:48:03,2026-06-23,Purchase,MER-8220-6692,8220,18.96,EUR,0.2702,0.0222,0.0869,18.58,Settled
TXN-000047370,AUTH-000054503,CARD-0011494,PRD-00026,2026-06-21 16:16:46,2026-06-23,Purchase,MER-5964-8191,5964,142.85,EUR,0.524,0.2896,0.101,141.94,Settled
TXN-000047371,AUTH-000054504,CARD-0011305,PRD-00026,2026-06-21 03:44:24,2026-06-23,Purchase,MER-5541-8568,5541,29.89,EUR,0.4463,0.0696,0.1139,29.26,Settled
TXN-000047372,AUTH-000054505,CARD-0011449,PRD-00026,2026-06-21 14:12:00,2026-06-22,Purchase,MER-4814-8963,4814,83.13,EUR,0.4059,0.1952,0.1207,82.41,Settled
TXN-000047373,AUTH-000054506,CARD-0011537,PRD-00026,2026-06-21 09:10:22,2026-06-22,Purchase,MER-6051-6516,6051,84.61,EUR,0.5139,0.059,0.0781,83.96,Settled
TXN-000047374,AUTH-000054507,CARD-0011329,PRD-00026,2026-06-21 15:03:57,2026-06-23,Purchase,MER-5999-9885,5999,20.05,EUR,0.1399,0.0407,0.1226,19.75,Settled
TXN-000047375,AUTH-000054508,CARD-0011411,PRD-00026,2026-06-21 20:25:19,2026-06-21,Purchase,MER-5651-6982,5651,100.41,EUR,1.7857,0.1981,0.1105,98.32,Settled
TXN-000047376,AUTH-000054510,CARD-0011301,PRD-00026,2026-06-21 10:21:30,2026-06-21,Purchase,MER-5200-5853,5200,105.45,EUR,1.8107,0.2601,0.0614,103.32,Settled
TXN-000047377,AUTH-000054511,CARD-0011385,PRD-00026,2026-06-21 07:12:25,2026-06-22,Purchase,MER-5812-3730,5812,59.92,EUR,0.5229,0.052,0.1035,59.24,Settled
TXN-000047378,AUTH-000054512,CARD-0011492,PRD-00026,2026-06-21 03:31:35,2026-06-21,Purchase,MER-8220-6692,8220,65.99,EUR,0.3452,0.1657,0.1025,65.38,Settled
TXN-000047379,AUTH-000054513,CARD-0011345,PRD-00026,2026-06-22 23:07:47,2026-06-24,Purchase,MER-8220-1093,8220,218.73,EUR,3.069,0.3199,0.11,215.23,Settled
TXN-000047380,AUTH-000054514,CARD-0011288,PRD-00026,2026-06-22 10:52:21,2026-06-24,Purchase,MER-4121-1146,4121,50.05,EUR,0.8032,0.0586,0.1103,49.08,Settled
TXN-000047381,AUTH-000054515,CARD-0011524,PRD-00026,2026-06-22 08:04:06,2026-06-24,Purchase,MER-7832-7947,7832,269.14,EUR,2.9412,0.5846,0.0649,265.55,Settled
TXN-000047382,AUTH-000054516,CARD-0011488,PRD-00026,2026-06-22 09:49:17,2026-06-24,Purchase,MER-5411-6841,5411,78.61,EUR,0.8356,0.2331,0.091,77.45,Settled
